# container	index	ct	gold	crowns	vouchers	name	total gold	total crowns	total vouchers
House 46	603	1			250	Jewelry Crafting Station (Nocturnal's Favor)			250
House 46	604	1			250	Woodworking Station (Nocturnal's Favor)			250
House 46	605	1			250	Blacksmithing Station (Sload's Semblance)			250
House 46	606	1			250	Clothing Station (Sload's Semblance)			250
House 46	607	1			250	Jewelry Crafting Station (Sload's Semblance)			250
House 46	608	1			250	Woodworking Station (Sload's Semblance)			250
House 46	609	1			250	Jewelry Crafting Station (Innate Axiom)			250
House 46	610	1			250	Jewelry Crafting Station (Mechanical Acuity)			250
House 46	611	1			250	Jewelry Crafting Station (Fortified Brass)			250
House 46	612	1			250	Jewelry Crafting Station (Oblivion's Foe)			250
House 46	613	1			250	Jewelry Crafting Station (Spectre's Eye)			250
House 46	614	1			250	Jewelry Crafting Station (Twice-Born Star)			250
House 46	615	1			250	Jewelry Crafting Station (Way of the Arena)			250
House 46	616	1			250	Jewelry Crafting Station (Torug's Pact)			250
House 46	617	1			250	Jewelry Crafting Station (Seducer)			250
House 46	618	1			250	Jewelry Crafting Station (Twilight's Embrace)			250
House 46	619	1			250	Jewelry Crafting Station (Eyes of Mara)			250
House 46	620	1			250	Jewelry Crafting Station (Shalidor's Curse)			250
House 46	621	1			250	Jewelry Crafting Station (Orgnum's Scales)			250
House 46	622	1			250	Jewelry Crafting Station (Kagrenac's Hope)			250
House 46	623	1			250	Jewelry Crafting Station (Varen's Legacy)			250
House 46	624	1			250	Jewelry Crafting Station (Kvatch Gladiator)			250
House 46	625	1			250	Jewelry Crafting Station (Pelinal's Aptitude)			250
House 46	626	1			250	Jewelry Crafting Station (Song of Lamae)			250
House 46	627	1			250	Jewelry Crafting Station (Vampire's Kiss)			250
House 46	628	1			250	Jewelry Crafting Station (Alessia's Bulwark)			250
House 46	629	1			250	Jewelry Crafting Station (Magnus' Gift)			250
House 46	630	1			250	Jewelry Crafting Station (Whitestrake's)			250
House 46	631	1			250	Jewelry Crafting Station (Hist Bark)			250
House 46	632	1			250	Jewelry Crafting Station (Night's Silence)			250
House 46	633	1			250	Jewelry Crafting Station (Eternal Hunt)			250
House 46	634	1			250	Jewelry Crafting Station (Tava's Favor)			250
House 46	635	1			250	Jewelry Crafting Station (Clever Alchemist)			250
House 46	636	1			250	Jewelry Crafting Station (Death's Wind)			250
House 46	637	1			250	Jewelry Crafting Station (Ashen Grip)			250
House 46	638	1			250	Jewelry Crafting Station (Night Mother's Gaze)			250
House 46	639	1			250	Jewelry Crafting Station (Hunding's Rage)			250
House 46	640	1			250	Jewelry Crafting Station (Willow's Path)			250
House 46	641	1			250	Jewelry Crafting Station (Assassin's Guile)			250
House 46	642	1			250	Jewelry Crafting Station (Daedric Trickery)			250
House 46	643	1			250	Jewelry Crafting Station (Shacklebreaker)			250
House 46	644	1			250	Jewelry Crafting Station (Law of Julianos)			250
House 46	645	1			250	Jewelry Crafting Station (Morkuldin)			250
House 46	646	1			250	Jewelry Crafting Station (Trial by Fire)			250
House 46	647	1			250	Jewelry Crafting Station (Armor Master)			250
House 46	648	1			250	Jewelry Crafting Station (Redistributor)			250
House 46	649	1			250	Jewelry Crafting Station (Noble's Conquest)			250
House 46	650	1	2200			Painting of Summerset Coast, Refined	2200		
House 46	651	1	75000			Waterfall, Small Everlasting	75000		
House 46	652	1		750		Mists of the Hag Fen		750	
House 46	653	1			250	Blacksmithing Station (Grave-Stake Collector)			250
House 46	654	1			250	Clothing Station (Grave-Stake Collector)			250
House 46	655	1			250	Jewelry Crafting Station (Grave-Stake Collector)			250
House 46	656	1			250	Woodworking Station (Grave-Stake Collector)			250
House 46	657	1			250	Blacksmithing Station (Naga Shaman)			250
House 46	658	1			250	Clothing Station (Naga Shaman)			250
House 46	659	1			250	Jewelry Crafting Station (Naga Shaman)			250
House 46	660	1			250	Woodworking Station (Naga Shaman)			250
House 46	661	1			250	Blacksmithing Station (Might of the Lost Legion)			250
House 46	662	1			250	Clothing Station (Might of the Lost Legion)			250
House 46	663	1			250	Jewelry Crafting Station (Might of the Lost Legion			250
House 46	664	1			250	Woodworking Station (Might of the Lost Legion)			250
House 46	665	1	1131.4356313818			Common Lantern, Hanging	1131.4356313818		
House 46	666	1	1131.4356313818			Common Lantern, Hanging	1131.4356313818		
House 46	667	1	991.8748730497			Dark Elf Streetpost, Banner	991.8748730497		
House 46	668	1	991.8748730497			Dark Elf Streetpost, Banner	991.8748730497		
House 46	669	1	991.8748730497			Dark Elf Streetpost, Banner	991.8748730497		
House 46	670	1	1011.0008642913			Breton Sconce, Torch	1011.0008642913		
House 46	671	1	1011.0008642913			Breton Sconce, Torch	1011.0008642913		
House 46	672	1		45		Hedge, Dense High Wall		45	
House 46	673	1		45		Hedge, Dense High Wall		45	
House 46	674	1		800		Music Box, Blood and Glory		800	
House 46	675	1				New Life Festive Fir			
House 46	676	1				Winter Festival Hearth			
House 46	677	1				Winter Festival Hearthfire			
House 46	678	1				New Life Cookies and Ale			
House 46	679	1				New Life Snowmortal, Human			
House 46	680	1				Winter Ouroboros Wreath			
House 46	681	1				From Old Life To New			
House 46	682	1				New Life Garland Wreath			
House 46	683	1				New Life Garland Wreath			
House 46	684	1	1750			Redguard Carpet, Dunes	1750		
House 46	685	1				New Life Garland			
House 46	686	1	659			Sir Socks's Ball of Yarn	659		
House 46	687	1	2399			Jester's Coffer	2399		
House 46	688	1	1000			Noble Pocket Lint	1000		
House 46	689	1				New Life Triptych Banner			
House 46	690	1			1250	Transmute Station			1250
House 46	691	1	3537.8174858705			Indoril Vault, Sealed	3537.8174858705		
House 46	692	1	2584.2130311889			Hlaalu Jar, Garden Moss	2584.2130311889		
House 46	693	1	2035.8952018343			Dark Elf Carpet, Ashen	2035.8952018343		
House 46	694	1	2459.0926433377			Breton Mirror, Knotwork	2459.0926433377		
House 46	695	1	80839.564704616			Target Skeleton, Robust Humanoid	80839.564704616		
House 46	696	1	2650.2424579152			Breton Divider, Curved Knotwork	2650.2424579152		
House 47	1	1	1000000			Coldharbour Surreal Estate	1000000		
House 47	2	1	2398.8695553807			Clockwork Mortar and Pestle, Sintered	2398.8695553807		
House 47	3	1	916.6666666667			Dres Lantern, Stationary	916.6666666667		
House 47	4	1	847.5403693547			Indoril Lightpost, Stone	847.5403693547		
House 47	5	1	1000			Harvester's Ore	1000		
House 47	6	1	2967.9085263089			Khajiit Firepit, Brick	2967.9085263089		
House 47	7	1	500			The Living Gods	500		
House 47	8	1	500			The Judgment of Saint Veloth	500		
House 47	9	1	500			Legend of the Ghost Snake	500		
House 47	10	1	500			War of Two Houses	500		
House 47	11	1	500			Dark Ruins	500		
House 47	12	1	500			Clans of the Reach: A Guide	500		
House 47	13	1	500			Touch of the Worm's Tongue	500		
House 47	14	1	500			Songs of the Return, Volume 5	500		
House 47	15	1	500			The Road to Sovngarde	500		
House 47	16	1	500			Unexpected Allies	500		
House 47	17	1	500			Thenephan's Mysteries of Mead	500		
House 47	18	1	500			The Wandering Skald	500		
House 47	19	1	500			Songs of the Return, Volume 27	500		
House 47	20	1	500			Songs of the Return, Volume 49	500		
House 47	21	1	6263.5708017491			Nord Brazier, Hanging	6263.5708017491		
House 47	22	1	1618.9999646021			Nord Candle, Tealight	1618.9999646021		
House 47	23	1				Rough Candle, Pillar			
House 47	24	1	2967.9085263089			Khajiit Firepit, Brick	2967.9085263089		
House 47	25	1	4054.9034900806			High Elf Sconce, Winged	4054.9034900806		
House 47	26	1				Firelogs, Charred			
House 47	27	1	3293.287490271			High Elf Candle, Winged	3293.287490271		
House 47	28	1	1010.8918810528			Breton Sconce, Torch	1010.8918810528		
House 47	29	1				Coldharbour Glowstalk, Strong			
House 47	30	1				Daedric Brazier, Flaming			
House 47	31	1	3354.9151158479			Daedric Base, Ashen	3354.9151158479		
House 47	32	1				Imperial Lantern, Wall			
House 47	33	1	7208.5201717153			High Elf Brazier, Winged	7208.5201717153		
House 47	34	1				Imperial Brazier, Firepot			
House 47	35	1	1010.8918810528			Breton Sconce, Torch	1010.8918810528		
House 47	36	1	1035.2787048612			Breton Cart, Wheelbarrow	1035.2787048612		
House 47	37	1	5000			Decorative Safebox	5000		
House 47	38	1	467.7748171155			Redguard Streetlamps, Triple	467.7748171155		
House 47	39	1	5308.1489956564			Breton Streetlight, Arched Stone	5308.1489956564		
House 47	40	1	5356.3721116089			Dark Elf Streetlamps, Stone	5356.3721116089		
House 47	41	1	989.3610905325			Dark Elf Streetpost, Banner	989.3610905325		
House 47	42	1				Soft Leather, Folded			
House 47	43	1				The Precursor			
House 47	44	1	25160			Clockwork Telescope, Surveyor's	25160		
House 47	45	1	50000			Clockwork Calibration Guide, The Thief	50000		
House 47	46	1	55000			Clockwork Calibration Guide, The Warrior	55000		
House 47	47	1				Common Campfire, Outdoor			
House 47	48	1	5000			Indoril Brazier, Kettle	5000		
House 47	49	1	1500			Soft Leather, Stacked	1500		
House 47	50	1	20000			Ayleid Constellation Stele, The Mage	20000		
House 47	51	1	20000			Ayleid Constellation Stele, The Warrior	20000		
House 47	52	1	868.3291234379			Redguard Urn, Lacquered	868.3291234379		
House 47	53	1		1200		Wedding Pergola, Triple		1200	
House 47	54	1	25000			Decorative Skyshard	25000		
House 47	55	1	1000			Imperial Brazier, Spiked	1000		
House 47	56	1	3970.7195658975			Telvanni Sconce, Organic Azure	3970.7195658975		
House 47	57	1	20000			Ayleid Constellation Stele, The Thief	20000		
House 47	58	1				Dark Elf Bed of Coals			
House 47	59	1	5000			Veiled Crystal	5000		
House 47	60	1	909.2962368502			Redguard Awning, Oasis	909.2962368502		
House 47	61	1	1749			Orcish Brazier, Smoldering	1749		
House 47	62	1		80		Daedric Books, Stacked		80	
House 47	63	1		200		Daedric Plinth, Sacrificial		200	
House 47	64	1				Coldharbour Bookshelf, Black Laboratory			
House 47	65	1		80		Daedric Books, Piled		80	
House 47	66	1				Seal of Molag Bal			
House 47	67	1				Daedra Dossier: Cold-Flame Atronach			
House 47	68	1				Transliminal Rupture			
House 47	69	1	5000			Coldharbour Glowstalk, Towering	5000		
House 47	70	1	2500			Coldharbour Glowstalk, Sprout	2500		
House 47	71	1				Coldharbour Bookshelf, Filled			
House 47	72	1				Coldharbour Bookshelf, Filled Pillar			
House 47	73	1				Coldharbour Bookshelf, Filled Wide			
House 47	74	1	150000			Crimson Shard of Moonshadow	150000		
House 47	75	1	3354.9151158479			Daedric Platform, Ashen	3354.9151158479		
House 47	76	1		50		Imperial Bookcase, Swirled		50	
House 47	77	1	989.3610905325			Dark Elf Streetpost, Banner	989.3610905325		
House 47	78	1				Gravestone, Broken			
House 47	79	1	520.4782608696			Witches Skull, Horned Ram	520.4782608696		
House 47	80	1	4857.6			Khajiit Skooma Bubbler	4857.6		
House 47	81	1				Clockwork Orrery, Intricate			
House 47	82	1	20000			Clockwork Orrery, Compact	20000		
House 47	83	1	1749			Orcish Brazier, Smoldering	1749		
House 47	84	1				Rough Candle, Pillar			
House 47	85	1				Rough Candle, Pillar			
House 47	86	1	5000			Coldharbour Glowstalk, Towering	5000		
House 47	87	1				Dark Elf Bed of Coals			
House 47	88	1				Dark Elf Bed of Coals			
House 47	89	1				Imperial Lantern, Wall			
House 47	90	1	1024.2092652392			Breton Lightpost, Single	1024.2092652392		
House 47	91	1	847.5403693547			Indoril Lightpost, Stone	847.5403693547		
House 47	92	1	1010.8918810528			Breton Sconce, Torch	1010.8918810528		
House 47	93	1	3970.7195658975			Telvanni Sconce, Organic Azure	3970.7195658975		
House 47	94	1	1618.9999646021			Nord Candleholder, Cup	1618.9999646021		
House 47	95	1	1618.9999646021			Nord Candleholder, Cup	1618.9999646021		
House 47	96	1				Coldharbour Bookshelf, Black Laboratory			
House 47	97	1				Coldharbour Bookshelf, Filled			
House 47	98	1		80		Daedric Books, Piled		80	
House 47	99	1				The Precursor			
House 47	100	1	1500			Soft Leather, Stacked	1500		
House 47	101	1	20000			Ayleid Constellation Stele, The Mage	20000		
House 47	102	1	20000			Ayleid Constellation Stele, The Thief	20000		
House 47	103	1	20000			Ayleid Constellation Stele, The Warrior	20000		
House 47	104	1				Coldharbour Bookshelf, Filled Pillar			
House 47	105	1				Coldharbour Bookshelf, Filled Pillar			
House 47	106	1				Coldharbour Bookshelf, Filled Wide			
House 47	107	1	2500			Brotherhood Candelabra, Table	2500		
House 47	108	1	13000			Witches Remains, Hagraven	13000		
House 47	109	1	1210.5110008471			Redguard Candelabra, Practical	1210.5110008471		
House 47	110	1	1415.3080974635			Redguard Candlestick, Polished	1415.3080974635		
House 47	111	1	1024.2092652392			Breton Lightpost, Single	1024.2092652392		
House 47	112	1	352.3045324802			Orcish Lantern, Hooded	352.3045324802		
House 47	113	1	1813.8175177587			Lantern, Hanging	1813.8175177587		
House 47	114	1	2500			Blue Flame Candles	2500		
House 47	115	1	7500			Argonian Lanterns, String	7500		
House 47	116	1	5000			Bounty Sheet: Breton Woman	5000		
House 47	117	1	3597.3688367485			Redoran Urn, Pale Marble	3597.3688367485		
House 47	118	1	3259.3748529083			Indoril Cassone, Sealed	3259.3748529083		
House 47	119	1	2500			Vvardenfell Glowstalk, Sprout	2500		
House 47	120	1	2667.5867529651			Argonian Totem, Painted Skull	2667.5867529651		
House 47	121	1	843.5593240714			Redguard Vessel, Lacquered	843.5593240714		
House 47	122	1	804.6849586637			Common Bookrest, Practical	804.6849586637		
House 47	123	1	402.5323483309			Argonian Scaleskin, Striped	402.5323483309		
House 47	124	1	3375.9697516095			Argonian Relic, Serpent	3375.9697516095		
House 47	125	1	2569			Vial, Delicate	2569		
House 47	126	1	2188.7560416586			Dark Elf Cruet, Glass	2188.7560416586		
House 47	127	1	2494.4645122936			Khajiit Bookcase, Arched	2494.4645122936		
House 47	128	1				Velothi Caisson, Crypt			
House 47	129	1	3800			Argonian Lanterns, Strand	3800		
House 56	1	1		13000		The Erstwhile Sanctuary		13000	
House 56	2	1	4418.46			Candle Set, Ritual	4418.46		
House 56	3	1	250			Mushrooms, Bruising Webcap	250		
House 56	4	1		10		Rocks, Basalt Chunks		10	
House 56	5	1		10		Rocks, Basalt Chunks		10	
House 56	6	1		10		Rocks, Basalt Chunks		10	
House 56	7	1		10		Rocks, Basalt Chunks		10	
House 56	8	1		10		Rocks, Basalt Chunks		10	
House 56	9	1		10		Rocks, Basalt Chunks		10	
House 56	10	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	11	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	12	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	13	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	14	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	15	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	16	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	17	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	18	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	19	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	20	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	21	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	22	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	23	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	24	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	25	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	26	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	27	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	28	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	29	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	30	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	31	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	32	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	33	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	34	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	35	1		110		Cave Deposit, Tall Stalagmite Cluster		110	
House 56	36	1		110		Cave Deposit, Stalagmite Group		110	
House 56	37	1		110		Cave Deposit, Stalagmite Group		110	
House 56	38	1		110		Cave Deposit, Stalagmite Group		110	
House 56	39	1		110		Cave Deposit, Stalagmite Group		110	
House 56	40	1		110		Cave Deposit, Stalagmite Group		110	
House 56	41	1		110		Cave Deposit, Stalagmite Group		110	
House 56	42	1		110		Cave Deposit, Stalagmite Group		110	
House 56	43	1		110		Cave Deposit, Stalagmite Group		110	
House 56	44	1		110		Cave Deposit, Stalagmite Group		110	
House 56	45	1		110		Cave Deposit, Stalagmite Group		110	
House 56	46	1		110		Cave Deposit, Stalactite Cone		110	
House 56	47	1		110		Cave Deposit, Spire		110	
House 56	48	1		110		Cave Deposit, Spire		110	
House 56	49	1		110		Cave Deposit, Spire		110	
House 56	50	1		110		Cave Deposit, Spire		110	
House 56	51	1		110		Cave Deposit, Spire		110	
House 56	52	1		110		Cave Deposit, Spire		110	
House 56	53	1		110		Cave Deposit, Spire		110	
House 56	54	1		10		Bushes, Withered Cluster		10	
House 56	55	1		10		Bushes, Withered Cluster		10	
House 56	56	1		10		Bushes, Withered Cluster		10	
House 56	57	1		10		Bushes, Withered Cluster		10	
House 56	58	1		10		Bushes, Withered Cluster		10	
House 56	59	1		10		Bushes, Withered Cluster		10	
House 56	60	1		10		Bushes, Withered Cluster		10	
House 56	61	1		10		Bushes, Withered Cluster		10	
House 56	62	1		1000		Brotherhood Banner, Long		1000	
House 56	63	1		200		Cave Deposit, Extended Spire		200	
House 56	64	1		100		Mushrooms, Glowing Field		100	
House 56	65	1		100		Mushrooms, Glowing Field		100	
House 56	66	1		100		Mushrooms, Glowing Field		100	
House 56	67	1		100		Mushrooms, Glowing Field		100	
House 56	68	1		100		Mushrooms, Glowing Field		100	
House 56	69	1		100		Mushrooms, Glowing Field		100	
House 56	70	1		100		Mushrooms, Glowing Field		100	
House 56	71	1		400		Mushrooms, Glowing Cluster		400	
House 56	72	1		400		Mushrooms, Glowing Cluster		400	
House 56	73	1		400		Mushrooms, Glowing Cluster		400	
House 56	74	1		400		Mushrooms, Glowing Cluster		400	
House 56	75	1		400		Mushrooms, Glowing Cluster		400	
House 56	76	1		400		Mushrooms, Glowing Cluster		400	
House 56	77	1		31		Mushrooms, Flapjack Stack		31	
House 56	78	1		31		Mushrooms, Flapjack Stack		31	
House 56	79	1		31		Mushrooms, Flapjack Stack		31	
House 56	80	1		30		Mushrooms, Sporous Browncap		30	
House 56	81	1		30		Mushrooms, Sporous Browncap		30	
House 56	82	1		100		Mushrooms, Glowing Sprawl		100	
House 56	83	1		100		Mushrooms, Glowing Sprawl		100	
House 56	84	1		100		Mushrooms, Glowing Sprawl		100	
House 56	85	1		100		Mushrooms, Glowing Sprawl		100	
House 56	86	1		400		Candles, Votive Group		400	
House 56	87	1		400		Candles, Votive Group		400	
House 56	88	1		400		Candles, Votive Group		400	
House 56	89	1		400		Candles, Votive Group		400	
House 56	90	1		400		Candles, Votive Group		400	
House 56	91	1		400		Candles, Votive Group		400	
House 56	92	1		400		Candles, Votive Group		400	
House 56	93	1		400		Candles, Votive Group		400	
House 56	94	1		400		Candles, Votive Group		400	
House 56	95	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	96	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	97	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	98	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	99	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	100	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	101	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	102	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	103	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	104	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	105	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	106	1		400		Brotherhood Brazier, Wrought Iron		400	
House 56	107	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	108	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	109	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	110	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	111	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	112	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	113	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	114	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	115	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 56	116	1		200		Cave Deposit, Stalactite Cone Cluster		200	
House 58	1	1	3000			Golden Gryphon Garret	3000		
House 58	2	1	82			Fish, Small	82		
House 58	3	1		60		Alinor Candles, Stand		60	
House 60	1	1		15000		Colossal Aldmeri Grotto		15000	
House 60	2	1		45		Coral Formation, Trees Capped		45	
House 60	3	1		45		Coral Formation, Tree Antler		45	
House 60	4	1		45		Coral Formation, Trees Capped		45	
House 60	5	1		45		Coral Formation, Tree Shelf		45	
House 60	6	1		45		Coral Formation, Trees Capped		45	
House 60	7	1		45		Coral Formation, Trees Capped		45	
House 60	8	1		45		Coral Spire, Branched		45	
House 60	9	1	100			Tree, Sea Grapes	100		
House 60	10	1		45		Coral Formation, Trees Capped		45	
House 60	11	1		45		Coral Formation, Trees Capped		45	
House 60	12	1	100			Tree, Sea Grapes	100		
House 60	13	1		45		Coral Spire, Sturdy		45	
House 60	14	1	100			Tree, Sea Grapes	100		
House 60	15	1	100			Tree, Sea Grapes	100		
House 60	16	1	100			Tree, Sea Grapes	100		
House 60	17	1		45		Coral Spire, Branched		45	
House 60	18	1		45		Coral Spire, Sturdy		45	
House 60	19	1		45		Coral Formation, Trees Capped		45	
House 60	20	1		45		Coral Formation, Trees Capped		45	
House 60	21	1		45		Coral Formation, Trees Capped		45	
House 60	22	1		45		Coral Formation, Trees Capped		45	
House 60	23	1		45		Coral Formation, Trees Capped		45	
House 60	24	1	100			Sapling, Growing Shade	100		
House 60	25	1	25000			Tree, Tiered White Cherry	25000		
House 60	26	1				Coral Formation, Fan Cluster			
House 60	27	1				Coral Formation, Fan Cluster			
House 60	28	1		45		Coral Formation, Tree Antler		45	
House 60	29	1		45		Coral Formation, Trees Capped		45	
House 60	30	1		45		Coral Formation, Trees Capped		45	
House 60	31	1		45		Coral Formation, Trees Capped		45	
House 60	32	1		45		Coral Formation, Trees Capped		45	
House 60	33	1		45		Coral Formation, Trees Capped		45	
House 60	34	1		45		Coral Formation, Trees Capped		45	
House 60	35	1		45		Coral Formation, Trees Capped		45	
House 60	36	1	2953.89			Alinor Sconce, Crenellated	2953.89		
House 60	37	1		220		Alinor Sconce, Lantern		220	
House 60	38	1	2953.89			Alinor Sconce, Crenellated	2953.89		
House 60	39	1		220		Alinor Sconce, Lantern		220	
House 60	40	1		220		Alinor Sconce, Lantern		220	
House 60	41	1		60		Alinor Candles, Stand		60	
House 60	42	1		60		Alinor Candles, Stand		60	
House 60	43	1		190		Alinor Lantern, Hanging		190	
House 60	44	1		190		Alinor Lantern, Hanging		190	
House 60	45	1		190		Alinor Lantern, Hanging		190	
House 60	46	1		190		Alinor Lantern, Hanging		190	
House 60	47	1		190		Alinor Lantern, Hanging		190	
House 60	48	1		190		Alinor Lantern, Stationary		190	
House 60	49	1		190		Alinor Lantern, Stationary		190	
House 60	50	1	2969.69			Alinor Sconce, Arched	2969.69		
House 60	51	1	2969.69			Alinor Sconce, Arched	2969.69		
House 60	52	1	2969.69			Alinor Sconce, Arched	2969.69		
House 60	53	1	2969.69			Alinor Sconce, Arched	2969.69		
House 60	54	1	2969.69			Alinor Sconce, Arched	2969.69		
House 60	55	1	100			Tree, Sea Grapes	100		
House 60	56	1	100			Tree, Young Sea Grapes	100		
House 60	57	1	100			Tree, Sea Grapes	100		
House 60	58	1	100			Tree, Sea Grapes	100		
House 60	59	1	100			Tree, Young Sea Grapes	100		
House 60	60	1	100			Tree, Young Sea Grapes	100		
House 60	61	1	100			Tree, Sea Grapes	100		
House 60	62	1		45		Coral Formation, Trees Capped		45	
House 60	63	1		45		Coral Formation, Trees Capped		45	
House 60	64	1		45		Coral Formation, Trees Capped		45	
House 60	65	1	5000			Tree, Blooming Ginkgo	5000		
House 60	66	1	25000			Tree, Tiered White Cherry	25000		
House 60	67	1	15000			Tree, Tiered Light Cherry	15000		
House 60	68	1	5172.65			Alinor Archway, Timeworn	5172.65		
House 60	69	1	5172.65			Alinor Archway, Timeworn	5172.65		
House 60	70	1	5172.65			Alinor Archway, Timeworn	5172.65		
House 60	71	1		25		Vines, Sun-Bronzed Ivy Swath		25	
House 60	72	1		30		Plants, Redtop Grass Tuft		30	
House 60	73	1		25		Vines, Sun-Bronzed Ivy Swath		25	
House 60	74	1		90		Alinor Column, Tumbled Timeworn		90	
House 60	75	1		90		Alinor Column, Tumbled Timeworn		90	
House 60	76	1		30		Plants, Redtop Grass Tuft		30	
House 60	77	1		30		Plants, Redtop Grass Tuft		30	
House 60	78	1		30		Plants, Redtop Grass Tuft		30	
House 60	79	1		30		Plants, Redtop Grass Tuft		30	
House 60	80	1		30		Plants, Redtop Grass Tuft		30	
House 60	81	1		200		Alinor Column, Jagged Timeworn		200	
House 60	82	1		200		Alinor Column, Huge Timeworn		200	
House 60	83	1		200		Alinor Column, Huge Timeworn		200	
House 60	84	1		200		Alinor Column, Huge Timeworn		200	
House 60	85	1		25		Vines, Sun-Bronzed Ivy Swath		25	
House 60	86	1		25		Vines, Sun-Bronzed Ivy Swath		25	
House 60	87	1		30		Bushes, Ivy Cluster		30	
House 60	88	1		30		Bushes, Ivy Cluster		30	
House 60	89	1		30		Bushes, Ivy Cluster		30	
House 60	90	1		30		Bushes, Ivy Cluster		30	
House 60	91	1		140		Alinor Brazier, Standing Coals		140	
House 60	92	1		140		Alinor Brazier, Standing Coals		140	
House 60	93	1	2953.89			Alinor Sconce, Crenellated	2953.89		
House 62	1	1				Grand Psijic Villa			
collectible	7	1				Nibenay Mudcrab			
collectible	26	1		700		Banekin		700	
collectible	28	1				Vermilion Scuttler			
collectible	33	1		400		Housecat		400	
collectible	133	1		400		Abecean Ratter Cat		400	
collectible	233	1		1800		Hammerfell Camel		1800	
collectible	267	1		5000		Tythis Andromo, the Banker		5000	
collectible	268	1		700		Sylvan Nixad		700	
collectible	300	1				Pirharri the Smuggler			
collectible	301	1		5000		Nuzhimeh the Merchant		5000	
collectible	394	1		700		Black Cat		700	
collectible	591	1		4500		Great Elk		4500	
collectible	740	1				Arctic Fennec Fox			
collectible	1147	1		700		Milady's Cloud Cat		700	
collectible	1300	1				Trophy: Domihaus			
collectible	1371	1		1200		Dire Pony		1200	
collectible	1448	1		1000		White-Gold Imperial Pony		1000	
collectible	4664	1				Revolving Celestiodrome			
collectible	4673	1				Storage Coffer, Fortified			
collectible	4674	1		2000		Storage Chest, Fortified		2000	
collectible	4675	1		1000		Storage Coffer, Oaken		1000	
collectible	4676	1		1000		Storage Coffer, Secure		1000	
collectible	4677	1		1000		Storage Coffer, Sturdy		1000	
collectible	4678	1		2000		Storage Chest, Oaken		2000	
collectible	4679	1		2000		Storage Chest, Secure		2000	
collectible	4680	1		2000		Storage Chest, Sturdy		2000	
collectible	5083	1		1000		Prong-Eared Grimalkin		1000	
collectible	5176	1				Daemon Cockerel			
collectible	5539	1				Augur of the Obscure			
